,Country's numerical code,Country's 3-letter code,Community label,year
9377,435,MAA,10.0,2000
9378,482,CEN,9.0,2000
9379,290,POL,10.0,2000
9380,349,SLV,10.0,2000
9381,355,BUL,10.0,2000
9382,360,ROM,10.0,2000
9383,373,AZE,10.0,2000
9384,432,MLI,10.0,2000
9385,433,SEN,10.0,2000
9386,434,BEN,17.0,2000
9387,436,NIR,3.0,2000
9388,439,BFO,10.0,2000
9389,450,LBR,3.0,2000
9390,461,TOG,10.0,2000
9391,471,CAO,10.0,2000
9392,483,CHA,18.0,2000
9393,516,BUI,10.0,2000
9394,581,COM,10.0,2000
9395,616,TUN,10.0,2000
9396,652,SYR,10.0,2000
9397,620,LIB,10.0,2000
9398,402,CAP,18.0,2000
9399,403,STP,18.0,2000
9400,316,CZR,10.0,2000
9401,317,SLO,10.0,2000
9402,344,CRO,10.0,2000
9403,345,YUG,10.0,2000
9404,346,BOS,10.0,2000
9405,369,UKR,10.0,2000
9406,370,BLR,10.0,2000
9407,530,ETH,3.0,2000
9408,703,KYR,10.0,2000
9409,705,KZK,10.0,2000
9410,339,ALB,10.0,2000
9411,531,ERI,10.0,2000
9412,630,IRN,11.0,2000
9413,701,TKM,10.0,2000
9414,702,TAJ,10.0,2000
9415,704,UZB,10.0,2000
9416,420,GAM,10.0,2000
9417,696,UAE,3.0,2000
9418,970,NAU,10.0,2000
9419,517,RWA,19.0,2000
9420,520,SOM,15.0,2000
9421,522,DJI,15.0,2000
9422,679,YEM,3.0,2000
9423,541,MZM,13.0,2000
9424,553,MAW,13.0,2000
9425,625,SUD,3.0,2000
9426,694,QAT,3.0,2000
9427,698,OMA,3.0,2000
9428,700,AFG,3.0,2000
9429,816,DRV,3.0,2000
9430,910,PNG,3.0,2000
9431,935,VAN,3.0,2000
9432,946,KIR,3.0,2000
9433,955,TON,3.0,2000
9434,760,BHU,17.0,2000
9435,812,LAO,3.0,2000
9436,940,SOL,3.0,2000
9437,947,TUV,3.0,2000
9439,2,USA,1.0,2001
9440,20,CAN,2.0,2001
9441,31,BHM,3.0,2001
9442,41,HAI,1.0,2001
9443,42,DOM,1.0,2001
9444,51,JAM,1.0,2001
9445,52,TRI,4.0,2001
9446,53,BAR,4.0,2001
9447,54,DMA,4.0,2001
9448,55,GRN,4.0,2001
9449,56,SLU,5.0,2001
9450,57,SVG,4.0,2001
9451,60,SKN,4.0,2001
9452,70,MEX,1.0,2001
9453,80,BLZ,1.0,2001
9454,90,GUA,6.0,2001
9455,91,HON,1.0,2001
9456,92,SAL,6.0,2001
9457,93,NIC,1.0,2001
9458,94,COS,7.0,2001
9459,95,PAN,2.0,2001
9460,100,COL,2.0,2001
9461,101,VEN,2.0,2001
9462,110,GUY,2.0,2001
9463,115,SUR,7.0,2001
9464,130,ECU,2.0,2001
9465,135,PER,3.0,2001
9466,140,BRA,5.0,2001
9467,145,BOL,5.0,2001
9468,155,CHL,8.0,2001
9469,160,ARG,5.0,2001
9470,165,URU,5.0,2001
9471,200,UKG,7.0,2001
9472,205,IRE,7.0,2001
9473,210,NTH,7.0,2001
9474,211,BEL,9.0,2001
9475,220,FRN,10.0,2001
9476,225,SWZ,10.0,2001
9477,255,GMY,10.0,2001
9478,310,HUN,10.0,2001
9479,325,ITA,10.0,2001
9480,338,MLT,10.0,2001
9481,352,CYP,10.0,2001
9482,365,RUS,11.0,2001
9483,371,ARM,12.0,2001
9484,375,FIN,13.0,2001
9485,380,SWD,7.0,2001
9486,385,NOR,7.0,2001
9487,390,DEN,7.0,2001
9488,395,ICE,7.0,2001
9489,403,STP,14.0,2001
9490,411,EQG,15.0,2001
9491,437,CDI,16.0,2001
9492,438,GUI,9.0,2001
9493,452,GHA,7.0,2001
9494,475,NIG,16.0,2001
9495,481,GAB,10.0,2001
9496,483,CHA,10.0,2001
9497,484,CON,3.0,2001
9498,501,KEN,17.0,2001
9499,540,ANG,1.0,2001
9500,553,MAW,18.0,2001
9501,560,SAF,18.0,2001
9502,565,NAM,10.0,2001
9503,570,LES,1.0,2001
9504,572,SWA,7.0,2001
9505,580,MAG,10.0,2001
9506,590,MAS,18.0,2001
9507,591,SEY,7.0,2001
9508,615,ALG,10.0,2001
9509,640,TUR,10.0,2001
9510,645,IRQ,19.0,2001
9511,651,EGY,10.0,2001
9512,660,LEB,10.0,2001
9513,663,JOR,19.0,2001
9514,666,ISR,1.0,2001
9515,670,SAU,3.0,2001
9516,690,KUW,3.0,2001
9517,692,BAH,3.0,2001
9518,710,CHN,3.0,2001
9519,712,MON,20.0,2001
9520,713,TAW,3.0,2001
9521,732,ROK,3.0,2001
9522,740,JPN,3.0,2001
9523,750,IND,21.0,2001
9524,770,PAK,3.0,2001
9525,771,BNG,21.0,2001
9526,780,SRI,22.0,2001
9527,781,MAD,22.0,2001
9528,800,THI,3.0,2001
9529,811,CAM,3.0,2001
9530,820,MAL,3.0,2001
9531,830,SIN,3.0,2001
9532,840,PHI,3.0,2001
9533,850,INS,3.0,2001
9534,900,AUL,3.0,2001
9535,920,NEW,3.0,2001
9536,950,FIJ,3.0,2001
9537,990,WSM,3.0,2001
9538,40,CUB,2.0,2001
9539,230,SPN,10.0,2001
9540,58,AAB,10.0,2001
9541,150,PAR,5.0,2001
9542,235,POR,14.0,2001
9543,367,LAT,7.0,2001
9544,451,SIE,7.0,2001
9545,571,BOT,7.0,2001
9546,600,MOR,10.0,2001
9547,212,LUX,9.0,2001
9548,482,CEN,9.0,2001
9549,490,DRC,9.0,2001
9550,516,BUI,9.0,2001
9551,541,MZM,23.0,2001
9552,290,POL,10.0,2001
9553,349,SLV,10.0,2001
9554,350,GRC,10.0,2001
9555,355,BUL,10.0,2001
9556,360,ROM,10.0,2001
9557,432,MLI,16.0,2001
9558,433,SEN,10.0,2001
9559,434,BEN,16.0,2001
9560,435,MAA,10.0,2001
9561,436,NIR,16.0,2001
9562,439,BFO,16.0,2001
9563,450,LBR,3.0,2001
9564,461,TOG,16.0,2001
9565,471,CAO,10.0,2001
9566,522,DJI,3.0,2001
9567,581,COM,10.0,2001
9568,616,TUN,10.0,2001
9569,620,LIB,10.0,2001
9570,402,CAP,14.0,2001
9571,305,AUS,10.0,2001
9572,316,CZR,10.0,2001
9573,317,SLO,10.0,2001
9574,343,MAC,10.0,2001
9575,344,CRO,10.0,2001
9576,345,YUG,10.0,2001
9577,346,BOS,10.0,2001
9578,359,MLD,11.0,2001
9579,366,EST,13.0,2001
9580,368,LIT,11.0,2001
9581,369,UKR,11.0,2001
9582,373,AZE,10.0,2001
9583,652,SYR,10.0,2001
9584,703,KYR,11.0,2001
9585,705,KZK,11.0,2001
9586,339,ALB,10.0,2001
9587,531,ERI,10.0,2001
9588,370,BLR,11.0,2001
9589,372,GRG,10.0,2001
9590,702,TAJ,11.0,2001
9591,704,UZB,11.0,2001
9592,701,TKM,11.0,2001
9593,630,IRN,12.0,2001
9594,404,GNB,3.0,2001
9595,420,GAM,3.0,2001
9596,500,UGA,17.0,2001
9597,517,RWA,17.0,2001
9598,696,UAE,3.0,2001
9599,510,TAZ,21.0,2001
9600,520,SOM,3.0,2001
9601,530,ETH,3.0,2001
9602,551,ZAM,18.0,2001
9603,552,ZIM,18.0,2001
9604,625,SUD,3.0,2001
9605,679,YEM,3.0,2001
9606,694,QAT,3.0,2001
9607,698,OMA,3.0,2001
9608,700,AFG,3.0,2001
9609,731,PRK,3.0,2001
9610,775,MYA,3.0,2001
9611,816,DRV,3.0,2001
9612,835,BRU,3.0,2001
9613,910,PNG,3.0,2001
9614,935,VAN,3.0,2001
9615,946,KIR,3.0,2001
9616,760,BHU,21.0,2001
9617,790,NEP,21.0,2001
9618,812,LAO,3.0,2001
9619,940,SOL,3.0,2001
9620,970,NAU,3.0,2001
9621,955,TON,3.0,2001
9622,947,TUV,3.0,2001
9624,2,USA,1.0,2002
9625,20,CAN,1.0,2002
9626,31,BHM,2.0,2002
9627,41,HAI,1.0,2002
9628,42,DOM,1.0,2002
9629,51,JAM,1.0,2002
9630,52,TRI,1.0,2002
9631,53,BAR,1.0,2002
9632,54,DMA,2.0,2002
9633,55,GRN,1.0,2002
9634,56,SLU,3.0,2002
9635,57,SVG,4.0,2002
9636,60,SKN,1.0,2002
9637,70,MEX,5.0,2002
9638,80,BLZ,5.0,2002
9639,90,GUA,1.0,2002
9640,91,HON,1.0,2002
9641,92,SAL,1.0,2002
9642,93,NIC,1.0,2002
9643,94,COS,4.0,2002
9644,95,PAN,1.0,2002
9645,100,COL,1.0,2002
9646,101,VEN,1.0,2002
9647,110,GUY,1.0,2002
9648,115,SUR,4.0,2002
9649,130,ECU,1.0,2002
9650,135,PER,2.0,2002
9651,140,BRA,3.0,2002
9652,145,BOL,3.0,2002
9653,155,CHL,2.0,2002
9654,160,ARG,3.0,2002
9655,165,URU,3.0,2002
9656,200,UKG,4.0,2002
9657,205,IRE,6.0,2002
9658,210,NTH,4.0,2002
9659,211,BEL,6.0,2002
9660,220,FRN,4.0,2002
9661,225,SWZ,4.0,2002
9662,255,GMY,4.0,2002
9663,325,ITA,4.0,2002
9664,338,MLT,4.0,2002
9665,365,RUS,4.0,2002
9666,375,FIN,4.0,2002
9667,380,SWD,4.0,2002
9668,385,NOR,4.0,2002
9669,390,DEN,4.0,2002
9670,395,ICE,4.0,2002
9671,411,EQG,7.0,2002
9672,437,CDI,4.0,2002
9673,438,GUI,6.0,2002
9674,452,GHA,8.0,2002
9675,471,CAO,4.0,2002
9676,475,NIG,8.0,2002
9677,481,GAB,4.0,2002
9678,483,CHA,4.0,2002
9679,484,CON,2.0,2002
9680,501,KEN,2.0,2002
9681,540,ANG,2.0,2002
9682,553,MAW,9.0,2002
9683,560,SAF,9.0,2002
9684,570,LES,1.0,2002
9685,572,SWA,2.0,2002
9686,580,MAG,4.0,2002
9687,590,MAS,9.0,2002
9688,615,ALG,4.0,2002
9689,640,TUR,4.0,2002
9690,645,IRQ,10.0,2002
9691,651,EGY,4.0,2002
9692,660,LEB,4.0,2002
9693,663,JOR,10.0,2002
9694,666,ISR,6.0,2002
9695,670,SAU,2.0,2002
9696,690,KUW,2.0,2002
9697,692,BAH,2.0,2002
9698,694,QAT,2.0,2002
9699,710,CHN,2.0,2002
9700,712,MON,11.0,2002
9701,713,TAW,2.0,2002
9702,732,ROK,2.0,2002
9703,740,JPN,2.0,2002
9704,750,IND,9.0,2002
9705,770,PAK,2.0,2002
9706,771,BNG,9.0,2002
9707,780,SRI,9.0,2002
9708,781,MAD,9.0,2002
9709,790,NEP,9.0,2002
9710,800,THI,2.0,2002
9711,811,CAM,2.0,2002
9712,816,DRV,2.0,2002
9713,820,MAL,2.0,2002
9714,830,SIN,2.0,2002
9715,840,PHI,2.0,2002
9716,850,INS,2.0,2002
9717,900,AUL,12.0,2002
9718,920,NEW,12.0,2002
9719,950,FIJ,12.0,2002
9720,955,TON,12.0,2002
9721,40,CUB,1.0,2002
9722,230,SPN,4.0,2002
9723,350,GRC,4.0,2002
9724,58,AAB,4.0,2002
9725,150,PAR,3.0,2002
9726,235,POR,4.0,2002
9727,352,CYP,4.0,2002
9728,367,LAT,4.0,2002
9729,510,TAZ,9.0,2002
9730,530,ETH,2.0,2002
9731,565,NAM,4.0,2002
9732,571,BOT,4.0,2002
9733,591,SEY,4.0,2002
9734,600,MOR,4.0,2002
9735,212,LUX,6.0,2002
9736,371,ARM,6.0,2002
9737,482,CEN,2.0,2002
9738,490,DRC,6.0,2002
9739,516,BUI,6.0,2002
9740,541,MZM,9.0,2002
9741,290,POL,4.0,2002
9742,349,SLV,4.0,2002
9743,355,BUL,4.0,2002
9744,360,ROM,4.0,2002
9745,373,AZE,4.0,2002
9746,432,MLI,4.0,2002
9747,433,SEN,4.0,2002
9748,434,BEN,4.0,2002
9749,435,MAA,4.0,2002
9750,436,NIR,4.0,2002
9751,439,BFO,4.0,2002
9752,461,TOG,8.0,2002
9753,581,COM,4.0,2002
9754,616,TUN,4.0,2002
9755,946,KIR,2.0,2002
9756,620,LIB,4.0,2002
9757,402,CAP,4.0,2002
9758,403,STP,4.0,2002
9759,305,AUS,4.0,2002
9760,310,HUN,4.0,2002
9761,316,CZR,4.0,2002
9762,317,SLO,4.0,2002
9763,343,MAC,4.0,2002
9764,344,CRO,4.0,2002
9765,345,YUG,4.0,2002
9766,346,BOS,4.0,2002
9767,359,MLD,4.0,2002
9768,366,EST,4.0,2002
9769,368,LIT,4.0,2002
9770,369,UKR,4.0,2002
9771,370,BLR,4.0,2002
9772,450,LBR,2.0,2002
9773,451,SIE,4.0,2002
9774,630,IRN,2.0,2002
9775,652,SYR,4.0,2002
9776,705,KZK,4.0,2002
9777,947,TUV,4.0,2002
9778,339,ALB,4.0,2002
9779,372,GRG,4.0,2002
9780,531,ERI,4.0,2002
9781,702,TAJ,4.0,2002
9782,703,KYR,4.0,2002
9783,704,UZB,4.0,2002
9784,701,TKM,4.0,2002
9785,404,GNB,9.0,2002
9786,420,GAM,2.0,2002
9787,970,NAU,8.0,2002
9788,500,UGA,2.0,2002
9789,731,PRK,2.0,2002
9790,517,RWA,2.0,2002
9791,520,SOM,2.0,2002
9792,696,UAE,2.0,2002
9793,522,DJI,2.0,2002
9794,551,ZAM,2.0,2002
9795,552,ZIM,9.0,2002
9796,625,SUD,2.0,2002
9797,679,YEM,2.0,2002
9798,698,OMA,2.0,2002
9799,700,AFG,2.0,2002
9800,775,MYA,2.0,2002
9801,835,BRU,2.0,2002
9802,986,PAL,2.0,2002
9803,760,BHU,9.0,2002
9804,812,LAO,2.0,2002
9805,910,PNG,12.0,2002
9806,935,VAN,12.0,2002
9807,940,SOL,12.0,2002
9808,990,WSM,12.0,2002
9810,2,USA,1.0,2003
9811,20,CAN,2.0,2003
9812,31,BHM,3.0,2003
9813,41,HAI,1.0,2003
9814,42,DOM,1.0,2003
9815,51,JAM,1.0,2003
9816,52,TRI,4.0,2003
9817,53,BAR,4.0,2003
9818,54,DMA,3.0,2003
9819,55,GRN,4.0,2003
9820,56,SLU,4.0,2003
9821,57,SVG,4.0,2003
9822,58,AAB,5.0,2003
9823,60,SKN,1.0,2003
9824,70,MEX,1.0,2003
9825,80,BLZ,1.0,2003
9826,90,GUA,4.0,2003
9827,91,HON,1.0,2003
9828,92,SAL,1.0,2003
9829,93,NIC,1.0,2003
9830,94,COS,1.0,2003
9831,95,PAN,1.0,2003
9832,100,COL,6.0,2003
9833,101,VEN,1.0,2003
9834,110,GUY,2.0,2003
9835,115,SUR,7.0,2003
9836,130,ECU,6.0,2003
9837,135,PER,8.0,2003
9838,140,BRA,9.0,2003
9839,145,BOL,9.0,2003
9840,155,CHL,9.0,2003
9841,160,ARG,9.0,2003
9842,165,URU,9.0,2003
9843,200,UKG,7.0,2003
9844,205,IRE,7.0,2003
9845,220,FRN,7.0,2003
9846,225,SWZ,7.0,2003
9847,255,GMY,7.0,2003
9848,338,MLT,7.0,2003
9849,380,SWD,7.0,2003
9850,395,ICE,7.0,2003
9851,411,EQG,7.0,2003
9852,475,NIG,10.0,2003
9853,481,GAB,7.0,2003
9854,483,CHA,7.0,2003
9855,484,CON,3.0,2003
9856,531,ERI,1.0,2003
9857,540,ANG,3.0,2003
9858,560,SAF,11.0,2003
9859,570,LES,1.0,2003
9860,572,SWA,3.0,2003
9861,580,MAG,12.0,2003
9862,590,MAS,7.0,2003
9863,615,ALG,7.0,2003
9864,645,IRQ,3.0,2003
9865,651,EGY,7.0,2003
9866,663,JOR,3.0,2003
9867,666,ISR,13.0,2003
9868,670,SAU,3.0,2003
9869,690,KUW,3.0,2003
9870,692,BAH,3.0,2003
9871,710,CHN,3.0,2003
9872,712,MON,14.0,2003
9873,713,TAW,3.0,2003
9874,732,ROK,3.0,2003
9875,740,JPN,3.0,2003
9876,750,IND,15.0,2003
9877,770,PAK,16.0,2003
9878,771,BNG,15.0,2003
9879,780,SRI,15.0,2003
9880,781,MAD,3.0,2003
9881,800,THI,3.0,2003
9882,811,CAM,3.0,2003
9883,816,DRV,3.0,2003
9884,820,MAL,3.0,2003
9885,830,SIN,3.0,2003
9886,840,PHI,3.0,2003
9887,850,INS,3.0,2003
9888,900,AUL,17.0,2003
9889,920,NEW,17.0,2003
9890,40,CUB,2.0,2003
9891,230,SPN,7.0,2003
9892,385,NOR,7.0,2003
9893,150,PAR,9.0,2003
9894,210,NTH,7.0,2003
9895,211,BEL,7.0,2003
9896,352,CYP,7.0,2003
9897,367,LAT,7.0,2003
9898,375,FIN,7.0,2003
9899,390,DEN,7.0,2003
9900,501,KEN,18.0,2003
9901,565,NAM,7.0,2003
9902,571,BOT,7.0,2003
9903,591,SEY,7.0,2003
9904,640,TUR,14.0,2003
9905,437,CDI,7.0,2003
9906,212,LUX,7.0,2003
9907,371,ARM,13.0,2003
9908,451,SIE,7.0,2003
9909,482,CEN,7.0,2003
9910,490,DRC,7.0,2003
9911,516,BUI,7.0,2003
9912,541,MZM,11.0,2003
9913,235,POR,19.0,2003
9914,325,ITA,7.0,2003
9915,349,SLV,7.0,2003
9916,350,GRC,7.0,2003
9917,360,ROM,7.0,2003
9918,432,MLI,7.0,2003
9919,433,SEN,10.0,2003
9920,434,BEN,20.0,2003
9921,435,MAA,7.0,2003
9922,436,NIR,7.0,2003
9923,438,GUI,7.0,2003
9924,439,BFO,10.0,2003
9925,461,TOG,10.0,2003
9926,471,CAO,7.0,2003
9927,581,COM,7.0,2003
9928,600,MOR,7.0,2003
9929,616,TUN,7.0,2003
9930,660,LEB,7.0,2003
9931,402,CAP,19.0,2003
9932,403,STP,19.0,2003
9933,290,POL,7.0,2003
9934,305,AUS,7.0,2003
9935,310,HUN,7.0,2003
9936,316,CZR,7.0,2003
9937,317,SLO,7.0,2003
9938,343,MAC,7.0,2003
9939,344,CRO,7.0,2003
9940,345,YUG,7.0,2003
9941,346,BOS,7.0,2003
9942,355,BUL,14.0,2003
9943,365,RUS,14.0,2003
9944,366,EST,7.0,2003
9945,368,LIT,14.0,2003
9946,450,LBR,3.0,2003
9947,620,LIB,7.0,2003
9948,652,SYR,7.0,2003
9949,705,KZK,14.0,2003
9950,339,ALB,7.0,2003
9951,373,AZE,7.0,2003
9952,359,MLD,14.0,2003
9953,369,UKR,14.0,2003
9954,370,BLR,14.0,2003
9955,372,GRG,14.0,2003
9956,702,TAJ,14.0,2003
9957,703,KYR,14.0,2003
9958,704,UZB,14.0,2003
9959,701,TKM,14.0,2003
9960,404,GNB,10.0,2003
9961,420,GAM,3.0,2003
9962,452,GHA,10.0,2003
9963,500,UGA,18.0,2003
9964,517,RWA,18.0,2003
9965,510,TAZ,21.0,2003
9966,520,SOM,16.0,2003
9967,522,DJI,16.0,2003
9968,696,UAE,16.0,2003
9969,530,ETH,16.0,2003
9970,551,ZAM,11.0,2003
9971,552,ZIM,11.0,2003
9972,553,MAW,11.0,2003
9973,625,SUD,3.0,2003
9974,630,IRN,3.0,2003
9975,679,YEM,3.0,2003
9976,694,QAT,3.0,2003
9977,698,OMA,3.0,2003
9978,700,AFG,16.0,2003
9979,731,PRK,3.0,2003
9980,775,MYA,3.0,2003
9981,935,VAN,3.0,2003
9982,835,BRU,3.0,2003
9983,946,KIR,17.0,2003
9984,986,PAL,3.0,2003
9985,760,BHU,15.0,2003
9986,790,NEP,15.0,2003
9987,812,LAO,3.0,2003
9988,860,ETM,3.0,2003
9989,910,PNG,17.0,2003
9990,950,FIJ,17.0,2003
9991,970,NAU,17.0,2003
9992,990,WSM,17.0,2003
9993,955,TON,17.0,2003
9994,947,TUV,17.0,2003
9996,2,USA,1.0,2004
9997,20,CAN,1.0,2004
9998,31,BHM,2.0,2004
9999,41,HAI,1.0,2004
10000,42,DOM,1.0,2004
10001,51,JAM,1.0,2004
10002,52,TRI,1.0,2004
10003,53,BAR,1.0,2004
10004,54,DMA,2.0,2004
10005,55,GRN,1.0,2004
10006,56,SLU,1.0,2004
10007,57,SVG,3.0,2004
10008,58,AAB,4.0,2004
10009,60,SKN,4.0,2004
10010,70,MEX,1.0,2004
10011,80,BLZ,1.0,2004
10012,90,GUA,1.0,2004
10013,91,HON,1.0,2004
10014,92,SAL,1.0,2004
10015,93,NIC,1.0,2004
10016,94,COS,4.0,2004
10017,95,PAN,1.0,2004
10018,100,COL,1.0,2004
10019,101,VEN,1.0,2004
10020,110,GUY,1.0,2004
10021,115,SUR,1.0,2004
10022,130,ECU,1.0,2004
10023,135,PER,5.0,2004
10024,140,BRA,6.0,2004
10025,145,BOL,6.0,2004
10026,155,CHL,6.0,2004
10027,160,ARG,6.0,2004
10028,165,URU,6.0,2004
10029,200,UKG,4.0,2004
10030,205,IRE,4.0,2004
10031,220,FRN,3.0,2004
10032,225,SWZ,4.0,2004
10033,255,GMY,4.0,2004
10034,338,MLT,4.0,2004
10035,380,SWD,4.0,2004
10036,385,NOR,4.0,2004
10037,395,ICE,4.0,2004
10038,402,CAP,7.0,2004
10039,411,EQG,8.0,2004
10040,436,NIR,9.0,2004
10041,437,CDI,10.0,2004
10042,475,NIG,9.0,2004
10043,481,GAB,3.0,2004
10044,482,CEN,4.0,2004
10045,483,CHA,2.0,2004
10046,484,CON,2.0,2004
10047,501,KEN,11.0,2004
10048,530,ETH,12.0,2004
10049,531,ERI,1.0,2004
10050,540,ANG,2.0,2004
10051,560,SAF,13.0,2004
10052,565,NAM,3.0,2004
10053,570,LES,1.0,2004
10054,572,SWA,1.0,2004
10055,580,MAG,14.0,2004
10056,615,ALG,3.0,2004
10057,645,IRQ,1.0,2004
10058,651,EGY,4.0,2004
10059,663,JOR,12.0,2004
10060,666,ISR,4.0,2004
10061,670,SAU,12.0,2004
10062,690,KUW,2.0,2004
10063,710,CHN,2.0,2004
10064,712,MON,4.0,2004
10065,713,TAW,2.0,2004
10066,732,ROK,2.0,2004
10067,740,JPN,2.0,2004
10068,750,IND,15.0,2004
10069,770,PAK,12.0,2004
10070,771,BNG,15.0,2004
10071,780,SRI,15.0,2004
10072,800,THI,2.0,2004
10073,811,CAM,2.0,2004
10074,816,DRV,2.0,2004
10075,820,MAL,2.0,2004
10076,830,SIN,2.0,2004
10077,840,PHI,2.0,2004
10078,850,INS,2.0,2004
10079,900,AUL,16.0,2004
10080,920,NEW,16.0,2004
10081,40,CUB,1.0,2004
10082,230,SPN,3.0,2004
10083,290,POL,4.0,2004
10084,369,UKR,4.0,2004
10085,210,NTH,4.0,2004
10086,150,PAR,6.0,2004
10087,211,BEL,4.0,2004
10088,352,CYP,4.0,2004
10089,367,LAT,4.0,2004
10090,390,DEN,4.0,2004
10091,551,ZAM,13.0,2004
10092,571,BOT,4.0,2004
10093,590,MAS,4.0,2004
10094,591,SEY,3.0,2004
10095,212,LUX,4.0,2004
10096,371,ARM,17.0,2004
10097,451,SIE,4.0,2004
10098,490,DRC,4.0,2004
10099,516,BUI,4.0,2004
10100,541,MZM,13.0,2004
10101,235,POR,7.0,2004
10102,325,ITA,4.0,2004
10103,349,SLV,4.0,2004
10104,360,ROM,4.0,2004
10105,432,MLI,18.0,2004
10106,433,SEN,18.0,2004
10107,434,BEN,3.0,2004
10108,435,MAA,3.0,2004
10109,438,GUI,10.0,2004
10110,439,BFO,3.0,2004
10111,461,TOG,3.0,2004
10112,471,CAO,3.0,2004
10113,581,COM,3.0,2004
10114,600,MOR,3.0,2004
10115,616,TUN,4.0,2004
10116,660,LEB,19.0,2004
10117,403,STP,7.0,2004
10118,305,AUS,4.0,2004
10119,310,HUN,4.0,2004
10120,316,CZR,4.0,2004
10121,317,SLO,4.0,2004
10122,343,MAC,4.0,2004
10123,344,CRO,4.0,2004
10124,345,YUG,4.0,2004
10125,346,BOS,4.0,2004
10126,350,GRC,4.0,2004
10127,355,BUL,4.0,2004
10128,365,RUS,4.0,2004
10129,366,EST,4.0,2004
10130,368,LIT,4.0,2004
10131,375,FIN,4.0,2004
10132,620,LIB,4.0,2004
10133,640,TUR,4.0,2004
10134,705,KZK,4.0,2004
10135,760,BHU,15.0,2004
10136,339,ALB,4.0,2004
10137,373,AZE,4.0,2004
10138,359,MLD,4.0,2004
10139,370,BLR,4.0,2004
10140,372,GRG,4.0,2004
10141,702,TAJ,4.0,2004
10142,703,KYR,4.0,2004
10143,704,UZB,4.0,2004
10144,701,TKM,4.0,2004
10145,404,GNB,15.0,2004
10146,420,GAM,18.0,2004
10147,450,LBR,2.0,2004
10148,452,GHA,9.0,2004
10149,970,NAU,9.0,2004
10150,500,UGA,11.0,2004
10151,696,UAE,12.0,2004
10152,510,TAZ,13.0,2004
10153,517,RWA,2.0,2004
10154,520,SOM,12.0,2004
10155,522,DJI,12.0,2004
10156,552,ZIM,13.0,2004
10157,553,MAW,13.0,2004
10158,625,SUD,2.0,2004
10159,630,IRN,2.0,2004
10160,652,SYR,19.0,2004
10161,692,BAH,12.0,2004
10162,679,YEM,2.0,2004
10163,694,QAT,2.0,2004
10164,698,OMA,2.0,2004
10165,700,AFG,12.0,2004
10166,731,PRK,2.0,2004
10167,775,MYA,2.0,2004
10168,940,SOL,2.0,2004
10169,835,BRU,2.0,2004
10170,986,PAL,2.0,2004
10171,790,NEP,15.0,2004
10172,781,MAD,2.0,2004
10173,812,LAO,2.0,2004
10174,935,VAN,2.0,2004
10175,950,FIJ,16.0,2004
10176,910,PNG,16.0,2004
10177,946,KIR,16.0,2004
10178,990,WSM,16.0,2004
10179,955,TON,16.0,2004
10180,947,TUV,16.0,2004
10182,2,USA,1.0,2005
10183,20,CAN,2.0,2005
10184,31,BHM,3.0,2005
10185,41,HAI,1.0,2005
10186,42,DOM,1.0,2005
10187,51,JAM,4.0,2005
10188,52,TRI,4.0,2005
10189,53,BAR,4.0,2005
10190,54,DMA,4.0,2005
10191,55,GRN,4.0,2005
10192,56,SLU,4.0,2005
10193,57,SVG,5.0,2005
10194,58,AAB,5.0,2005
10195,60,SKN,4.0,2005
10196,70,MEX,1.0,2005
10197,80,BLZ,1.0,2005
10198,90,GUA,4.0,2005
10199,91,HON,1.0,2005
10200,92,SAL,4.0,2005
10201,93,NIC,1.0,2005
10202,94,COS,6.0,2005
10203,95,PAN,2.0,2005
10204,100,COL,2.0,2005
10205,101,VEN,2.0,2005
10206,110,GUY,4.0,2005
10207,115,SUR,2.0,2005
10208,130,ECU,2.0,2005
10209,135,PER,7.0,2005
10210,140,BRA,3.0,2005
10211,145,BOL,3.0,2005
10212,155,CHL,3.0,2005
10213,160,ARG,3.0,2005
10214,165,URU,3.0,2005
10215,200,UKG,6.0,2005
10216,205,IRE,6.0,2005
10217,210,NTH,6.0,2005
10218,220,FRN,5.0,2005
10219,225,SWZ,6.0,2005
10220,255,GMY,6.0,2005
10221,325,ITA,6.0,2005
10222,380,SWD,6.0,2005
10223,395,ICE,6.0,2005
10224,411,EQG,7.0,2005
10225,436,NIR,5.0,2005
10226,437,CDI,5.0,2005
10227,438,GUI,6.0,2005
10228,475,NIG,5.0,2005
10229,481,GAB,5.0,2005
10230,483,CHA,1.0,2005
10231,484,CON,7.0,2005
10232,501,KEN,7.0,2005
10233,530,ETH,8.0,2005
10234,540,ANG,7.0,2005
10235,553,MAW,9.0,2005
10236,560,SAF,9.0,2005
10237,565,NAM,6.0,2005
10238,570,LES,1.0,2005
10239,572,SWA,1.0,2005
10240,580,MAG,8.0,2005
10241,615,ALG,5.0,2005
10242,645,IRQ,8.0,2005
10243,651,EGY,6.0,2005
10244,663,JOR,8.0,2005
10245,666,ISR,6.0,2005
10246,670,SAU,8.0,2005
10247,690,KUW,7.0,2005
10248,700,AFG,8.0,2005
10249,710,CHN,7.0,2005
10250,713,TAW,7.0,2005
10251,732,ROK,7.0,2005
10252,740,JPN,7.0,2005
10253,750,IND,10.0,2005
10254,770,PAK,8.0,2005
10255,771,BNG,10.0,2005
10256,780,SRI,10.0,2005
10257,800,THI,7.0,2005
