,Country's numerical code,Country's 3-letter code,Community label,year
1,2,USA,1.0,1870
2,70,MEX,1.0,1870
3,160,ARG,1.0,1870
4,200,UKG,2.0,1870
5,220,FRN,3.0,1870
6,255,GMY,4.0,1870
7,740,JPN,1.0,1870
8,100,COL,4.0,1870
9,211,BEL,4.0,1870
10,210,NTH,4.0,1870
11,235,POR,3.0,1870
12,325,ITA,5.0,1870
13,365,RUS,3.0,1870
14,380,SWD,6.0,1870
15,710,CHN,1.0,1870
16,135,PER,7.0,1870
17,140,BRA,8.0,1870
18,155,CHL,9.0,1870
19,230,SPN,3.0,1870
20,350,GRC,10.0,1870
21,390,DEN,6.0,1870
22,640,TUR,11.0,1870
23,300,AUH,5.0,1870
24,225,SWZ,5.0,1870
26,2,USA,1.0,1871
27,70,MEX,1.0,1871
28,160,ARG,2.0,1871
29,200,UKG,3.0,1871
30,220,FRN,4.0,1871
31,230,SPN,4.0,1871
32,255,GMY,2.0,1871
33,710,CHN,1.0,1871
34,740,JPN,1.0,1871
35,100,COL,5.0,1871
36,211,BEL,2.0,1871
37,210,NTH,2.0,1871
38,235,POR,4.0,1871
39,325,ITA,6.0,1871
40,380,SWD,7.0,1871
41,135,PER,8.0,1871
42,140,BRA,9.0,1871
43,155,CHL,10.0,1871
44,300,AUH,6.0,1871
45,350,GRC,6.0,1871
46,365,RUS,6.0,1871
47,390,DEN,7.0,1871
48,640,TUR,6.0,1871
49,225,SWZ,6.0,1871
51,2,USA,1.0,1872
52,160,ARG,1.0,1872
53,200,UKG,2.0,1872
54,210,NTH,1.0,1872
55,211,BEL,1.0,1872
56,220,FRN,1.0,1872
57,230,SPN,1.0,1872
58,325,ITA,3.0,1872
59,100,COL,2.0,1872
60,140,BRA,1.0,1872
61,235,POR,1.0,1872
62,380,SWD,4.0,1872
63,710,CHN,2.0,1872
64,255,GMY,1.0,1872
65,135,PER,2.0,1872
66,155,CHL,2.0,1872
67,300,AUH,3.0,1872
68,350,GRC,2.0,1872
69,365,RUS,1.0,1872
70,390,DEN,4.0,1872
71,640,TUR,2.0,1872
72,740,JPN,2.0,1872
73,225,SWZ,3.0,1872
75,2,USA,1.0,1873
76,70,MEX,1.0,1873
77,140,BRA,1.0,1873
78,200,UKG,2.0,1873
79,220,FRN,3.0,1873
80,255,GMY,4.0,1873
81,100,COL,2.0,1873
82,155,CHL,2.0,1873
83,160,ARG,4.0,1873
84,211,BEL,4.0,1873
85,210,NTH,4.0,1873
86,230,SPN,3.0,1873
87,235,POR,3.0,1873
88,325,ITA,5.0,1873
89,365,RUS,4.0,1873
90,380,SWD,6.0,1873
91,710,CHN,2.0,1873
92,130,ECU,2.0,1873
93,135,PER,2.0,1873
94,350,GRC,2.0,1873
95,390,DEN,6.0,1873
96,600,MOR,2.0,1873
97,740,JPN,3.0,1873
98,640,TUR,3.0,1873
99,225,SWZ,3.0,1873
100,300,AUH,5.0,1873
102,2,USA,1.0,1874
103,70,MEX,1.0,1874
104,200,UKG,1.0,1874
105,220,FRN,2.0,1874
106,230,SPN,1.0,1874
107,255,GMY,3.0,1874
108,100,COL,1.0,1874
109,155,CHL,1.0,1874
110,160,ARG,2.0,1874
111,210,NTH,3.0,1874
112,211,BEL,3.0,1874
113,235,POR,2.0,1874
114,325,ITA,3.0,1874
115,365,RUS,3.0,1874
116,380,SWD,3.0,1874
117,390,DEN,3.0,1874
118,710,CHN,1.0,1874
119,740,JPN,1.0,1874
120,135,PER,2.0,1874
121,140,BRA,2.0,1874
122,350,GRC,1.0,1874
123,600,MOR,1.0,1874
124,640,TUR,2.0,1874
125,41,HAI,2.0,1874
126,225,SWZ,2.0,1874
127,300,AUH,3.0,1874
129,2,USA,1.0,1875
130,70,MEX,1.0,1875
131,140,BRA,1.0,1875
132,200,UKG,2.0,1875
133,220,FRN,3.0,1875
134,255,GMY,4.0,1875
135,100,COL,2.0,1875
136,155,CHL,2.0,1875
137,210,NTH,4.0,1875
138,211,BEL,4.0,1875
139,230,SPN,3.0,1875
140,235,POR,2.0,1875
141,365,RUS,4.0,1875
142,380,SWD,2.0,1875
143,390,DEN,4.0,1875
144,710,CHN,2.0,1875
145,130,ECU,2.0,1875
146,135,PER,2.0,1875
147,160,ARG,3.0,1875
148,350,GRC,2.0,1875
149,600,MOR,2.0,1875
150,325,ITA,3.0,1875
151,740,JPN,3.0,1875
152,225,SWZ,3.0,1875
153,300,AUH,3.0,1875
155,2,USA,1.0,1876
156,70,MEX,1.0,1876
157,160,ARG,1.0,1876
158,200,UKG,2.0,1876
159,220,FRN,3.0,1876
160,255,GMY,4.0,1876
161,740,JPN,1.0,1876
162,155,CHL,2.0,1876
163,210,NTH,4.0,1876
164,211,BEL,4.0,1876
165,230,SPN,3.0,1876
166,235,POR,3.0,1876
167,325,ITA,5.0,1876
168,365,RUS,4.0,1876
169,380,SWD,4.0,1876
170,390,DEN,4.0,1876
171,710,CHN,2.0,1876
172,130,ECU,2.0,1876
173,135,PER,3.0,1876
174,140,BRA,3.0,1876
175,145,BOL,2.0,1876
176,350,GRC,2.0,1876
177,600,MOR,2.0,1876
178,640,TUR,3.0,1876
179,41,HAI,3.0,1876
180,225,SWZ,3.0,1876
181,300,AUH,5.0,1876
183,2,USA,1.0,1877
184,70,MEX,1.0,1877
185,200,UKG,2.0,1877
186,220,FRN,3.0,1877
187,255,GMY,4.0,1877
188,740,JPN,1.0,1877
189,155,CHL,2.0,1877
190,160,ARG,4.0,1877
191,211,BEL,4.0,1877
192,210,NTH,4.0,1877
193,230,SPN,3.0,1877
194,235,POR,3.0,1877
195,325,ITA,5.0,1877
196,365,RUS,5.0,1877
197,380,SWD,4.0,1877
198,390,DEN,4.0,1877
199,710,CHN,2.0,1877
200,130,ECU,2.0,1877
201,135,PER,3.0,1877
202,140,BRA,3.0,1877
203,145,BOL,2.0,1877
204,350,GRC,2.0,1877
205,600,MOR,2.0,1877
206,616,TUN,2.0,1877
207,640,TUR,3.0,1877
208,225,SWZ,5.0,1877
209,300,AUH,5.0,1877
211,2,USA,1.0,1878
212,70,MEX,1.0,1878
213,200,UKG,2.0,1878
214,211,BEL,3.0,1878
215,220,FRN,4.0,1878
216,230,SPN,1.0,1878
217,255,GMY,3.0,1878
218,155,CHL,4.0,1878
219,160,ARG,3.0,1878
220,210,NTH,3.0,1878
221,235,POR,4.0,1878
222,325,ITA,5.0,1878
223,365,RUS,5.0,1878
224,380,SWD,3.0,1878
225,390,DEN,3.0,1878
226,640,TUR,4.0,1878
227,710,CHN,2.0,1878
228,740,JPN,2.0,1878
229,100,COL,2.0,1878
230,101,VEN,2.0,1878
231,130,ECU,2.0,1878
232,135,PER,4.0,1878
233,140,BRA,4.0,1878
234,145,BOL,2.0,1878
235,350,GRC,2.0,1878
236,600,MOR,4.0,1878
237,41,HAI,4.0,1878
238,616,TUN,4.0,1878
239,225,SWZ,5.0,1878
240,300,AUH,5.0,1878
241,360,ROM,5.0,1878
243,2,USA,1.0,1879
244,70,MEX,1.0,1879
245,200,UKG,2.0,1879
246,211,BEL,2.0,1879
247,220,FRN,3.0,1879
248,235,POR,1.0,1879
249,255,GMY,2.0,1879
250,740,JPN,1.0,1879
251,155,CHL,2.0,1879
252,160,ARG,3.0,1879
253,210,NTH,2.0,1879
254,230,SPN,4.0,1879
255,325,ITA,4.0,1879
256,365,RUS,3.0,1879
257,380,SWD,2.0,1879
258,390,DEN,2.0,1879
259,640,TUR,3.0,1879
260,710,CHN,2.0,1879
261,130,ECU,2.0,1879
262,135,PER,3.0,1879
263,140,BRA,1.0,1879
264,350,GRC,2.0,1879
265,41,HAI,3.0,1879
266,600,MOR,3.0,1879
267,616,TUN,3.0,1879
268,225,SWZ,4.0,1879
269,300,AUH,4.0,1879
270,360,ROM,4.0,1879
272,2,USA,1.0,1880
273,70,MEX,1.0,1880
274,140,BRA,2.0,1880
275,200,UKG,2.0,1880
276,210,NTH,1.0,1880
277,211,BEL,1.0,1880
278,220,FRN,3.0,1880
279,230,SPN,1.0,1880
280,255,GMY,3.0,1880
281,740,JPN,1.0,1880
282,235,POR,2.0,1880
283,155,CHL,3.0,1880
284,160,ARG,3.0,1880
285,325,ITA,4.0,1880
286,365,RUS,3.0,1880
287,380,SWD,3.0,1880
288,390,DEN,3.0,1880
289,640,TUR,3.0,1880
290,710,CHN,2.0,1880
291,130,ECU,2.0,1880
292,135,PER,2.0,1880
293,145,BOL,2.0,1880
294,350,GRC,2.0,1880
295,600,MOR,2.0,1880
296,41,HAI,3.0,1880
297,225,SWZ,3.0,1880
298,300,AUH,4.0,1880
299,616,TUN,4.0,1880
300,360,ROM,4.0,1880
302,2,USA,1.0,1881
303,70,MEX,1.0,1881
304,200,UKG,2.0,1881
305,211,BEL,3.0,1881
306,220,FRN,4.0,1881
307,255,GMY,5.0,1881
308,740,JPN,1.0,1881
309,155,CHL,2.0,1881
310,160,ARG,4.0,1881
311,210,NTH,3.0,1881
312,230,SPN,4.0,1881
313,235,POR,4.0,1881
314,325,ITA,5.0,1881
315,365,RUS,5.0,1881
316,380,SWD,5.0,1881
317,390,DEN,5.0,1881
318,640,TUR,5.0,1881
319,710,CHN,2.0,1881
320,101,VEN,2.0,1881
321,130,ECU,2.0,1881
322,140,BRA,4.0,1881
323,350,GRC,2.0,1881
324,360,ROM,5.0,1881
325,600,MOR,4.0,1881
326,616,TUN,2.0,1881
327,41,HAI,4.0,1881
328,225,SWZ,5.0,1881
329,300,AUH,5.0,1881
331,2,USA,1.0,1882
332,70,MEX,1.0,1882
333,200,UKG,2.0,1882
334,220,FRN,3.0,1882
335,740,JPN,1.0,1882
336,155,CHL,2.0,1882
337,160,ARG,3.0,1882
338,165,URU,3.0,1882
339,210,NTH,4.0,1882
340,211,BEL,4.0,1882
341,230,SPN,3.0,1882
342,235,POR,2.0,1882
343,255,GMY,4.0,1882
344,325,ITA,5.0,1882
345,365,RUS,4.0,1882
346,380,SWD,4.0,1882
347,390,DEN,4.0,1882
348,640,TUR,3.0,1882
349,710,CHN,2.0,1882
350,130,ECU,2.0,1882
351,140,BRA,2.0,1882
352,350,GRC,2.0,1882
353,360,ROM,5.0,1882
354,41,HAI,3.0,1882
355,600,MOR,3.0,1882
356,300,AUH,5.0,1882
357,225,SWZ,4.0,1882
359,2,USA,1.0,1883
360,70,MEX,1.0,1883
361,200,UKG,1.0,1883
362,211,BEL,2.0,1883
363,220,FRN,3.0,1883
364,230,SPN,1.0,1883
365,255,GMY,2.0,1883
366,740,JPN,1.0,1883
367,155,CHL,4.0,1883
368,160,ARG,3.0,1883
369,165,URU,3.0,1883
370,140,BRA,3.0,1883
371,210,NTH,2.0,1883
372,325,ITA,2.0,1883
373,380,SWD,2.0,1883
374,390,DEN,2.0,1883
375,640,TUR,2.0,1883
376,710,CHN,1.0,1883
377,101,VEN,1.0,1883
378,130,ECU,1.0,1883
379,135,PER,3.0,1883
380,235,POR,3.0,1883
381,350,GRC,2.0,1883
382,360,ROM,2.0,1883
383,365,RUS,2.0,1883
384,41,HAI,3.0,1883
385,600,MOR,3.0,1883
386,225,SWZ,2.0,1883
387,300,AUH,2.0,1883
389,2,USA,1.0,1884
390,70,MEX,1.0,1884
391,200,UKG,2.0,1884
392,220,FRN,3.0,1884
393,255,GMY,4.0,1884
394,155,CHL,2.0,1884
395,160,ARG,3.0,1884
396,165,URU,3.0,1884
397,210,NTH,4.0,1884
398,211,BEL,4.0,1884
399,230,SPN,3.0,1884
400,325,ITA,5.0,1884
401,380,SWD,4.0,1884
402,390,DEN,4.0,1884
403,640,TUR,5.0,1884
404,710,CHN,2.0,1884
405,740,JPN,2.0,1884
406,130,ECU,2.0,1884
407,135,PER,3.0,1884
408,140,BRA,2.0,1884
409,145,BOL,2.0,1884
410,235,POR,2.0,1884
411,350,GRC,2.0,1884
412,365,RUS,4.0,1884
413,300,AUH,5.0,1884
414,225,SWZ,4.0,1884
415,345,YUG,5.0,1884
416,360,ROM,5.0,1884
418,2,USA,1.0,1885
419,70,MEX,1.0,1885
420,140,BRA,1.0,1885
421,165,URU,1.0,1885
422,200,UKG,2.0,1885
423,220,FRN,3.0,1885
424,255,GMY,4.0,1885
425,740,JPN,1.0,1885
426,155,CHL,4.0,1885
427,160,ARG,3.0,1885
428,210,NTH,4.0,1885
429,211,BEL,4.0,1885
430,230,SPN,3.0,1885
431,235,POR,3.0,1885
432,325,ITA,5.0,1885
433,380,SWD,4.0,1885
434,390,DEN,4.0,1885
435,640,TUR,5.0,1885
436,710,CHN,2.0,1885
437,130,ECU,2.0,1885
438,135,PER,2.0,1885
439,350,GRC,3.0,1885
440,360,ROM,5.0,1885
441,365,RUS,4.0,1885
442,225,SWZ,5.0,1885
443,41,HAI,3.0,1885
444,100,COL,3.0,1885
445,300,AUH,5.0,1885
447,2,USA,1.0,1886
448,41,HAI,1.0,1886
449,70,MEX,1.0,1886
450,101,VEN,1.0,1886
451,140,BRA,1.0,1886
452,200,UKG,2.0,1886
453,220,FRN,3.0,1886
454,255,GMY,4.0,1886
455,740,JPN,1.0,1886
456,155,CHL,2.0,1886
457,160,ARG,2.0,1886
458,165,URU,2.0,1886
459,210,NTH,4.0,1886
460,211,BEL,4.0,1886
461,230,SPN,3.0,1886
462,235,POR,3.0,1886
463,325,ITA,5.0,1886
464,365,RUS,3.0,1886
465,390,DEN,4.0,1886
466,640,TUR,3.0,1886
467,710,CHN,2.0,1886
468,135,PER,2.0,1886
469,350,GRC,2.0,1886
470,360,ROM,5.0,1886
471,380,SWD,4.0,1886
472,225,SWZ,5.0,1886
473,300,AUH,5.0,1886
474,345,YUG,5.0,1886
475,630,IRN,3.0,1886
477,2,USA,1.0,1887
478,41,HAI,1.0,1887
479,70,MEX,1.0,1887
480,101,VEN,1.0,1887
481,140,BRA,1.0,1887
482,200,UKG,2.0,1887
483,211,BEL,3.0,1887
484,220,FRN,2.0,1887
485,255,GMY,4.0,1887
486,325,ITA,5.0,1887
487,740,JPN,1.0,1887
488,155,CHL,4.0,1887
489,160,ARG,2.0,1887
490,165,URU,2.0,1887
491,210,NTH,3.0,1887
492,230,SPN,2.0,1887
493,235,POR,2.0,1887
494,350,GRC,3.0,1887
495,365,RUS,3.0,1887
496,390,DEN,4.0,1887
497,640,TUR,4.0,1887
498,710,CHN,1.0,1887
499,135,PER,6.0,1887
500,360,ROM,4.0,1887
501,380,SWD,4.0,1887
502,225,SWZ,5.0,1887
503,300,AUH,4.0,1887
504,345,YUG,4.0,1887
505,630,IRN,3.0,1887
507,2,USA,1.0,1888
508,41,HAI,1.0,1888
509,70,MEX,1.0,1888
510,101,VEN,1.0,1888
511,140,BRA,1.0,1888
512,200,UKG,2.0,1888
513,220,FRN,2.0,1888
514,255,GMY,3.0,1888
515,325,ITA,3.0,1888
516,740,JPN,1.0,1888
517,155,CHL,3.0,1888
518,160,ARG,2.0,1888
519,165,URU,2.0,1888
520,210,NTH,4.0,1888
521,211,BEL,4.0,1888
522,230,SPN,2.0,1888
523,235,POR,2.0,1888
524,350,GRC,2.0,1888
525,365,RUS,4.0,1888
526,390,DEN,3.0,1888
527,640,TUR,3.0,1888
528,710,CHN,1.0,1888
529,135,PER,2.0,1888
530,360,ROM,4.0,1888
531,380,SWD,3.0,1888
532,225,SWZ,3.0,1888
533,300,AUH,3.0,1888
534,345,YUG,3.0,1888
535,630,IRN,4.0,1888
537,2,USA,1.0,1889
538,41,HAI,1.0,1889
539,70,MEX,1.0,1889
540,101,VEN,1.0,1889
541,140,BRA,1.0,1889
542,200,UKG,2.0,1889
543,220,FRN,2.0,1889
544,255,GMY,3.0,1889
545,325,ITA,4.0,1889
546,155,CHL,3.0,1889
547,160,ARG,2.0,1889
548,165,URU,2.0,1889
549,210,NTH,2.0,1889
550,211,BEL,2.0,1889
551,230,SPN,2.0,1889
552,235,POR,2.0,1889
553,350,GRC,4.0,1889
554,365,RUS,4.0,1889
555,390,DEN,3.0,1889
556,640,TUR,4.0,1889
557,710,CHN,2.0,1889
558,740,JPN,2.0,1889
559,135,PER,2.0,1889
560,360,ROM,2.0,1889
561,380,SWD,3.0,1889
562,225,SWZ,4.0,1889
563,300,AUH,4.0,1889
564,345,YUG,4.0,1889
565,630,IRN,4.0,1889
567,2,USA,1.0,1890
568,41,HAI,1.0,1890
569,70,MEX,1.0,1890
570,100,COL,1.0,1890
571,101,VEN,1.0,1890
572,140,BRA,1.0,1890
573,200,UKG,2.0,1890
574,220,FRN,3.0,1890
575,255,GMY,2.0,1890
576,325,ITA,3.0,1890
577,130,ECU,3.0,1890
578,155,CHL,2.0,1890
579,160,ARG,3.0,1890
580,165,URU,3.0,1890
581,210,NTH,2.0,1890
582,211,BEL,2.0,1890
583,230,SPN,4.0,1890
584,235,POR,4.0,1890
585,350,GRC,2.0,1890
586,365,RUS,2.0,1890
587,380,SWD,2.0,1890
588,390,DEN,2.0,1890
589,640,TUR,3.0,1890
590,710,CHN,5.0,1890
591,740,JPN,5.0,1890
592,135,PER,2.0,1890
593,360,ROM,2.0,1890
594,225,SWZ,3.0,1890
595,800,THI,4.0,1890
596,300,AUH,3.0,1890
597,630,IRN,2.0,1890
599,2,USA,1.0,1891
600,41,HAI,1.0,1891
601,70,MEX,1.0,1891
602,100,COL,1.0,1891
603,101,VEN,1.0,1891
604,130,ECU,2.0,1891
605,140,BRA,1.0,1891
606,200,UKG,3.0,1891
607,211,BEL,3.0,1891
608,220,FRN,4.0,1891
609,255,GMY,3.0,1891
610,325,ITA,5.0,1891
611,740,JPN,6.0,1891
612,135,PER,7.0,1891
613,155,CHL,3.0,1891
614,160,ARG,3.0,1891
615,165,URU,4.0,1891
616,210,NTH,3.0,1891
617,230,SPN,4.0,1891
618,235,POR,8.0,1891
619,350,GRC,4.0,1891
620,360,ROM,3.0,1891
621,365,RUS,5.0,1891
622,380,SWD,3.0,1891
623,390,DEN,3.0,1891
624,640,TUR,5.0,1891
625,710,CHN,6.0,1891
626,225,SWZ,5.0,1891
627,300,AUH,5.0,1891
628,345,YUG,5.0,1891
629,630,IRN,5.0,1891
631,2,USA,1.0,1892
632,41,HAI,1.0,1892
633,70,MEX,1.0,1892
634,101,VEN,1.0,1892
635,140,BRA,1.0,1892
636,200,UKG,2.0,1892
637,210,NTH,1.0,1892
638,211,BEL,1.0,1892
639,220,FRN,3.0,1892
640,255,GMY,4.0,1892
641,325,ITA,3.0,1892
642,740,JPN,5.0,1892
643,135,PER,2.0,1892
644,155,CHL,4.0,1892
645,160,ARG,3.0,1892
646,165,URU,2.0,1892
647,230,SPN,3.0,1892
648,235,POR,2.0,1892
649,350,GRC,6.0,1892
650,360,ROM,6.0,1892
651,365,RUS,6.0,1892
652,380,SWD,4.0,1892
653,390,DEN,4.0,1892
654,640,TUR,6.0,1892
655,710,CHN,5.0,1892
656,225,SWZ,3.0,1892
657,300,AUH,6.0,1892
658,345,YUG,6.0,1892
659,630,IRN,6.0,1892
660,730,KOR,5.0,1892
662,2,USA,1.0,1893
663,41,HAI,1.0,1893
664,70,MEX,1.0,1893
665,140,BRA,1.0,1893
666,200,UKG,2.0,1893
667,210,NTH,2.0,1893
668,220,FRN,3.0,1893
669,255,GMY,2.0,1893
670,325,ITA,4.0,1893
671,740,JPN,1.0,1893
672,100,COL,2.0,1893
673,130,ECU,3.0,1893
674,135,PER,2.0,1893
675,155,CHL,2.0,1893
676,160,ARG,3.0,1893
677,165,URU,3.0,1893
678,211,BEL,2.0,1893
679,230,SPN,3.0,1893
680,235,POR,2.0,1893
681,350,GRC,4.0,1893
682,360,ROM,2.0,1893
683,365,RUS,4.0,1893
684,380,SWD,2.0,1893
685,390,DEN,2.0,1893
686,640,TUR,4.0,1893
687,710,CHN,1.0,1893
688,225,SWZ,4.0,1893
689,300,AUH,4.0,1893
690,345,YUG,4.0,1893
691,630,IRN,4.0,1893
692,730,KOR,1.0,1893
694,2,USA,1.0,1894
695,140,BRA,1.0,1894
696,200,UKG,2.0,1894
697,220,FRN,1.0,1894
698,255,GMY,2.0,1894
699,740,JPN,1.0,1894
700,155,CHL,2.0,1894
701,160,ARG,2.0,1894
702,211,BEL,2.0,1894
703,210,NTH,2.0,1894
704,230,SPN,1.0,1894
705,325,ITA,1.0,1894
706,350,GRC,3.0,1894
707,365,RUS,3.0,1894
708,380,SWD,2.0,1894
709,390,DEN,2.0,1894
710,640,TUR,3.0,1894
711,135,PER,2.0,1894
712,225,SWZ,1.0,1894
713,235,POR,2.0,1894
714,360,ROM,2.0,1894
715,300,AUH,3.0,1894
716,710,CHN,3.0,1894
717,630,IRN,3.0,1894
718,345,YUG,3.0,1894
720,2,USA,1.0,1895
721,70,MEX,1.0,1895
722,100,COL,1.0,1895
723,101,VEN,1.0,1895
724,140,BRA,2.0,1895
725,155,CHL,3.0,1895
726,165,URU,2.0,1895
727,200,UKG,3.0,1895
728,210,NTH,3.0,1895
729,211,BEL,3.0,1895
730,220,FRN,3.0,1895
731,230,SPN,4.0,1895
732,255,GMY,3.0,1895
733,325,ITA,3.0,1895
734,640,TUR,3.0,1895
735,710,CHN,1.0,1895
736,740,JPN,1.0,1895
737,160,ARG,2.0,1895
738,225,SWZ,3.0,1895
739,235,POR,4.0,1895
740,350,GRC,3.0,1895
741,365,RUS,3.0,1895
742,380,SWD,5.0,1895
743,390,DEN,5.0,1895
744,135,PER,3.0,1895
745,360,ROM,3.0,1895
746,600,MOR,3.0,1895
747,300,AUH,3.0,1895
749,2,USA,1.0,1896
750,41,HAI,1.0,1896
751,70,MEX,1.0,1896
752,101,VEN,1.0,1896
753,140,BRA,2.0,1896
754,155,CHL,3.0,1896
755,200,UKG,2.0,1896
756,210,NTH,3.0,1896
757,211,BEL,3.0,1896
758,220,FRN,2.0,1896
759,255,GMY,3.0,1896
760,325,ITA,3.0,1896
761,740,JPN,4.0,1896
762,130,ECU,5.0,1896
763,135,PER,5.0,1896
764,165,URU,2.0,1896
765,160,ARG,2.0,1896
766,225,SWZ,3.0,1896
767,230,SPN,2.0,1896
768,235,POR,2.0,1896
769,350,GRC,3.0,1896
770,360,ROM,3.0,1896
771,365,RUS,3.0,1896
772,380,SWD,6.0,1896
773,390,DEN,6.0,1896
774,640,TUR,3.0,1896
775,710,CHN,4.0,1896
776,600,MOR,2.0,1896
777,300,AUH,3.0,1896
778,345,YUG,3.0,1896
779,730,KOR,4.0,1896
781,2,USA,1.0,1897
782,41,HAI,1.0,1897
783,70,MEX,1.0,1897
784,101,VEN,1.0,1897
785,140,BRA,2.0,1897
786,200,UKG,3.0,1897
787,210,NTH,4.0,1897
788,211,BEL,4.0,1897
789,220,FRN,5.0,1897
790,255,GMY,4.0,1897
791,325,ITA,6.0,1897
792,740,JPN,7.0,1897
793,130,ECU,3.0,1897
794,135,PER,8.0,1897
795,145,BOL,8.0,1897
796,165,URU,2.0,1897
797,155,CHL,4.0,1897
798,160,ARG,5.0,1897
799,225,SWZ,6.0,1897
800,230,SPN,5.0,1897
801,235,POR,3.0,1897
802,350,GRC,4.0,1897
803,360,ROM,4.0,1897
804,365,RUS,4.0,1897
805,380,SWD,4.0,1897
806,390,DEN,4.0,1897
807,640,TUR,5.0,1897
808,710,CHN,7.0,1897
809,630,IRN,3.0,1897
810,600,MOR,5.0,1897
811,300,AUH,4.0,1897
812,345,YUG,4.0,1897
814,2,USA,1.0,1898
815,41,HAI,1.0,1898
816,70,MEX,1.0,1898
817,101,VEN,1.0,1898
818,140,BRA,2.0,1898
819,200,UKG,2.0,1898
820,210,NTH,3.0,1898
821,211,BEL,3.0,1898
822,220,FRN,2.0,1898
823,255,GMY,3.0,1898
824,325,ITA,2.0,1898
825,740,JPN,4.0,1898
826,130,ECU,2.0,1898
827,135,PER,2.0,1898
828,145,BOL,2.0,1898
829,165,URU,2.0,1898
830,155,CHL,3.0,1898
831,160,ARG,2.0,1898
832,225,SWZ,2.0,1898
833,230,SPN,2.0,1898
834,235,POR,2.0,1898
835,350,GRC,2.0,1898
836,360,ROM,3.0,1898
837,365,RUS,2.0,1898
838,380,SWD,3.0,1898
839,390,DEN,3.0,1898
840,640,TUR,2.0,1898
841,710,CHN,4.0,1898
842,600,MOR,2.0,1898
843,630,IRN,2.0,1898
844,300,AUH,3.0,1898
845,345,YUG,3.0,1898
846,730,KOR,4.0,1898
847,800,THI,4.0,1898
849,2,USA,1.0,1899
850,41,HAI,1.0,1899
851,70,MEX,1.0,1899
852,100,COL,1.0,1899
853,101,VEN,1.0,1899
854,130,ECU,1.0,1899
855,135,PER,2.0,1899
856,140,BRA,1.0,1899
857,200,UKG,3.0,1899
858,211,BEL,4.0,1899
859,220,FRN,4.0,1899
860,230,SPN,4.0,1899
861,255,GMY,4.0,1899
862,325,ITA,4.0,1899
863,390,DEN,5.0,1899
864,710,CHN,1.0,1899
865,740,JPN,1.0,1899
866,145,BOL,2.0,1899
867,155,CHL,2.0,1899
868,160,ARG,4.0,1899
869,165,URU,3.0,1899
870,210,NTH,4.0,1899
871,225,SWZ,4.0,1899
872,235,POR,3.0,1899
873,345,YUG,4.0,1899
874,350,GRC,3.0,1899
875,360,ROM,4.0,1899
876,365,RUS,4.0,1899
877,380,SWD,5.0,1899
878,640,TUR,4.0,1899
879,800,THI,3.0,1899
880,300,AUH,4.0,1899
881,630,IRN,4.0,1899
882,730,KOR,1.0,1899
884,2,USA,1.0,1900
885,70,MEX,1.0,1900
886,135,PER,1.0,1900
887,140,BRA,1.0,1900
888,200,UKG,1.0,1900
889,210,NTH,2.0,1900
890,211,BEL,2.0,1900
891,220,FRN,2.0,1900
892,255,GMY,2.0,1900
893,325,ITA,2.0,1900
894,740,JPN,1.0,1900
895,130,ECU,1.0,1900
896,165,URU,1.0,1900
897,145,BOL,2.0,1900
898,155,CHL,2.0,1900
899,160,ARG,1.0,1900
900,225,SWZ,2.0,1900
901,230,SPN,2.0,1900
902,235,POR,1.0,1900
903,350,GRC,1.0,1900
904,365,RUS,3.0,1900
905,380,SWD,4.0,1900
906,390,DEN,2.0,1900
907,640,TUR,2.0,1900
908,710,CHN,1.0,1900
909,800,THI,1.0,1900
910,360,ROM,2.0,1900
911,300,AUH,2.0,1900
912,630,IRN,3.0,1900
914,2,USA,1.0,1901
915,70,MEX,1.0,1901
916,101,VEN,1.0,1901
917,135,PER,1.0,1901
918,140,BRA,2.0,1901
919,155,CHL,1.0,1901
920,200,UKG,2.0,1901
921,210,NTH,3.0,1901
922,211,BEL,3.0,1901
923,220,FRN,2.0,1901
924,230,SPN,1.0,1901
925,255,GMY,3.0,1901
926,325,ITA,2.0,1901
927,710,CHN,1.0,1901
928,740,JPN,1.0,1901
929,165,URU,2.0,1901
930,160,ARG,3.0,1901
931,225,SWZ,2.0,1901
932,350,GRC,3.0,1901
933,365,RUS,3.0,1901
934,380,SWD,2.0,1901
935,390,DEN,3.0,1901
936,640,TUR,2.0,1901
937,235,POR,2.0,1901
938,360,ROM,3.0,1901
939,300,AUH,3.0,1901
940,345,YUG,3.0,1901
941,630,IRN,3.0,1901
943,2,USA,1.0,1902
944,40,CUB,1.0,1902
945,70,MEX,1.0,1902
946,101,VEN,1.0,1902
947,135,PER,1.0,1902
948,140,BRA,1.0,1902
949,200,UKG,2.0,1902
950,210,NTH,3.0,1902
951,211,BEL,3.0,1902
952,220,FRN,3.0,1902
953,230,SPN,3.0,1902
954,255,GMY,3.0,1902
955,325,ITA,3.0,1902
956,710,CHN,1.0,1902
957,740,JPN,1.0,1902
958,155,CHL,3.0,1902
959,160,ARG,2.0,1902
960,225,SWZ,3.0,1902
961,350,GRC,3.0,1902
962,365,RUS,3.0,1902
963,380,SWD,3.0,1902
964,390,DEN,2.0,1902
965,640,TUR,2.0,1902
966,165,URU,2.0,1902
967,235,POR,2.0,1902
968,360,ROM,3.0,1902
969,300,AUH,3.0,1902
970,345,YUG,3.0,1902
